
,,,,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,,,,
965,Tomas Jurco\jurcoto01,23-322,RW,2016-02-10,DET,,OTT,W,0,0,0,1,0,0,0,0,1,0.0,10,8:44
966,Darren Helm\helmda01,29-020,C,2016-02-10,DET,,OTT,W,1,0,1,1,2,1,0,0,2,50.0,19,12:30
967,Luke Glendening\glendlu01,26-078,C,2016-02-10,DET,,OTT,W,0,1,1,1,2,0,0,0,2,0.0,25,17:13
968,Jonathan Ericsson\ericsjo01,31-021,D,2016-02-10,DET,,OTT,W,0,0,0,1,0,0,0,0,0,,29,22:06
969,Danny DeKeyser\dekeyda01,25-026,D,2016-02-10,DET,,OTT,W,1,0,1,1,0,1,0,0,2,50.0,25,21:02
970,Pavel Datsyuk\datsypa01,37-161,C,2016-02-10,DET,,OTT,W,0,1,1,1,0,0,0,0,2,0.0,22,20:03
971,Andreas Athanasiou\athanan01,21-178,C,2016-02-10,DET,,OTT,W,0,1,1,1,0,0,0,0,1,0.0,10,6:45
972,Justin Abdelkader\abdelju01,28-015,LW,2016-02-10,DET,,OTT,W,0,0,0,0,0,0,0,0,3,0.0,26,21:10
973,Henrik Zetterberg\zettehe01,35-240,LW,2016-02-12,DET,,COL,L-SO,0,1,1,1,0,0,0,0,3,0.0,25,22:27
974,Tomas Tatar\tatarto01,25-293,C,2016-02-12,DET,,COL,L-SO,0,0,0,-1,2,0,0,0,1,0.0,21,16:46
975,Brendan Smith\smithbr05,27-004,D,2016-02-12,DET,,COL,L-SO,0,0,0,0,0,0,0,0,2,0.0,21,17:01
976,Riley Sheahan\sheahri01,24-299,C,2016-02-12,DET,,COL,L-SO,0,0,0,0,2,0,0,0,2,0.0,18,13:43
977,Brad Richards\richabr01,35-080,C,2016-02-12,DET,,COL,L-SO,0,0,0,-1,0,0,0,0,2,0.0,21,16:52
978,Kyle Quincey\quincky01,30-182,D,2016-02-12,DET,,COL,L-SO,0,0,0,-1,0,0,0,0,2,0.0,27,23:42
979,Gustav Nyquist\nyquigu01,26-202,RW,2016-02-12,DET,,COL,L-SO,0,0,0,-1,0,0,0,0,3,0.0,19,13:41
980,Alexey Marchenko\marchal01,24-041,D,2016-02-12,DET,,COL,L-SO,0,1,1,0,0,0,0,0,0,,22,14:24
Rk,Player,Age,Pos,Date,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,S,S%,SHFT,TOI
981,Dylan Larkin\larkidy01,19-169,C,2016-02-12,DET,,COL,L-SO,0,0,0,-1,2,0,0,0,6,0.0,21,16:14
982,Tomas Jurco\jurcoto01,23-320,RW,2016-02-12,DET,,COL,L-SO,0,0,0,-1,0,0,0,0,0,,13,9:36
983,Darren Helm\helmda01,29-022,C,2016-02-12,DET,,COL,L-SO,0,0,0,0,0,0,0,0,9,0.0,18,14:00
984,Mike Green\greenmi03,30-243,D,2016-02-12,DET,,COL,L-SO,0,0,0,0,0,0,0,0,3,0.0,21,18:22
985,Luke Glendening\glendlu01,26-076,C,2016-02-12,DET,,COL,L-SO,0,0,0,0,0,0,0,0,1,0.0,22,17:36
986,Jonathan Ericsson\ericsjo01,31-019,D,2016-02-12,DET,,COL,L-SO,1,0,1,0,0,1,0,0,2,50.0,23,15:22
987,Danny DeKeyser\dekeyda01,25-024,D,2016-02-12,DET,,COL,L-SO,0,0,0,-1,0,0,0,0,1,0.0,32,27:57
988,Pavel Datsyuk\datsypa01,37-159,C,2016-02-12,DET,,COL,L-SO,1,0,1,1,0,0,1,0,5,20.0,27,23:27
989,Andreas Athanasiou\athanan01,21-176,C,2016-02-12,DET,,COL,L-SO,0,0,0,-1,0,0,0,0,1,0.0,12,7:40
990,Justin Abdelkader\abdelju01,28-013,LW,2016-02-12,DET,,COL,L-SO,0,2,2,1,0,0,0,0,2,0.0,27,22:10
991,Henrik Zetterberg\zettehe01,35-238,LW,2016-02-14,DET,,BOS,W,1,1,2,0,0,1,0,0,4,25.0,26,22:44
992,Tomas Tatar\tatarto01,25-291,C,2016-02-14,DET,,BOS,W,0,0,0,-1,0,0,0,0,3,0.0,17,13:13
993,Brendan Smith\smithbr05,27-006,D,2016-02-14,DET,,BOS,W,0,0,0,-2,0,0,0,0,2,0.0,27,18:29
994,Riley Sheahan\sheahri01,24-297,C,2016-02-14,DET,,BOS,W,0,0,0,1,0,0,0,0,1,0.0,24,13:44
995,Brad Richards\richabr01,35-078,C,2016-02-14,DET,,BOS,W,0,2,2,-2,2,0,0,0,4,0.0,22,16:39
996,Kyle Quincey\quincky01,30-180,D,2016-02-14,DET,,BOS,W,0,1,1,1,0,0,0,0,2,0.0,28,20:31
997,Xavier Ouellet\ouellxa01,22-166,D,2016-02-14,DET,,BOS,W,0,1,1,1,0,0,0,0,0,,22,16:30
998,Gustav Nyquist\nyquigu01,26-200,RW,2016-02-14,DET,,BOS,W,0,0,0,0,0,0,0,0,1,0.0,13,8:07
999,Alexey Marchenko\marchal01,24-043,D,2016-02-14,DET,,BOS,W,0,2,2,1,0,0,0,0,1,0.0,26,18:16
1000,Dylan Larkin\larkidy01,19-167,C,2016-02-14,DET,,BOS,W,0,0,0,-2,0,0,0,0,1,0.0,19,15:05
Rk,Player,Age,Pos,Date,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,S,S%,SHFT,TOI
1001,Tomas Jurco\jurcoto01,23-318,RW,2016-02-14,DET,,BOS,W,0,0,0,-1,0,0,0,0,1,0.0,10,5:35
1002,Darren Helm\helmda01,29-024,C,2016-02-14,DET,,BOS,W,2,0,2,1,0,2,0,0,3,66.7,24,16:38
1003,Mike Green\greenmi03,30-241,D,2016-02-14,DET,,BOS,W,0,0,0,-2,0,0,0,0,1,0.0,24,18:21
1004,Luke Glendening\glendlu01,26-074,C,2016-02-14,DET,,BOS,W,0,0,0,1,0,0,0,0,0,,25,18:13
1005,Danny DeKeyser\dekeyda01,25-022,D,2016-02-14,DET,,BOS,W,1,1,2,0,0,1,0,0,1,100.0,28,21:50
1006,Pavel Datsyuk\datsypa01,37-157,C,2016-02-14,DET,,BOS,W,2,1,3,0,0,0,2,0,6,33.3,25,22:08
1007,Andreas Athanasiou\athanan01,21-174,C,2016-02-14,DET,,BOS,W,0,0,0,-1,0,0,0,0,0,,9,5:09
1008,Justin Abdelkader\abdelju01,28-011,LW,2016-02-14,DET,,BOS,W,0,2,2,0,2,0,0,0,4,0.0,27,22:48
1009,Henrik Zetterberg\zettehe01,35-237,LW,2016-02-15,DET,@,NYI,L,0,0,0,0,2,0,0,0,2,0.0,21,18:54
1010,Tomas Tatar\tatarto01,25-290,C,2016-02-15,DET,@,NYI,L,0,0,0,0,2,0,0,0,2,0.0,21,12:35
1011,Brendan Smith\smithbr05,27-007,D,2016-02-15,DET,@,NYI,L,0,0,0,0,0,0,0,0,2,0.0,24,19:29
1012,Riley Sheahan\sheahri01,24-296,C,2016-02-15,DET,@,NYI,L,0,0,0,-1,0,0,0,0,1,0.0,19,13:34
1013,Brad Richards\richabr01,35-077,C,2016-02-15,DET,@,NYI,L,0,0,0,0,0,0,0,0,1,0.0,20,17:09
1014,Kyle Quincey\quincky01,30-179,D,2016-02-15,DET,@,NYI,L,0,0,0,0,0,0,0,0,3,0.0,27,20:43
1015,Xavier Ouellet\ouellxa01,22-165,D,2016-02-15,DET,@,NYI,L,0,0,0,-2,0,0,0,0,2,0.0,19,15:03
1016,Gustav Nyquist\nyquigu01,26-199,RW,2016-02-15,DET,@,NYI,L,0,1,1,-1,0,0,0,0,1,0.0,18,12:33
1017,Alexey Marchenko\marchal01,24-044,D,2016-02-15,DET,@,NYI,L,0,0,0,-1,0,0,0,0,1,0.0,24,15:36
1018,Dylan Larkin\larkidy01,19-166,C,2016-02-15,DET,@,NYI,L,0,0,0,0,0,0,0,0,4,0.0,20,15:56
1019,Tomas Jurco\jurcoto01,23-317,RW,2016-02-15,DET,@,NYI,L,0,0,0,-1,0,0,0,0,0,,12,6:18
1020,Darren Helm\helmda01,29-025,C,2016-02-15,DET,@,NYI,L,0,0,0,-1,2,0,0,0,2,0.0,20,11:25
Rk,Player,Age,Pos,Date,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,S,S%,SHFT,TOI
1021,Mike Green\greenmi03,30-240,D,2016-02-15,DET,@,NYI,L,0,0,0,-1,0,0,0,0,2,0.0,22,21:21
1022,Luke Glendening\glendlu01,26-073,C,2016-02-15,DET,@,NYI,L,0,0,0,-1,0,0,0,0,1,0.0,22,15:18
1023,Danny DeKeyser\dekeyda01,25-021,D,2016-02-15,DET,@,NYI,L,0,0,0,0,0,0,0,0,0,,30,21:12
1024,Pavel Datsyuk\datsypa01,37-156,C,2016-02-15,DET,@,NYI,L,1,0,1,0,2,1,0,0,4,25.0,22,21:04
1025,Andreas Athanasiou\athanan01,21-173,C,2016-02-15,DET,@,NYI,L,0,0,0,-1,0,0,0,0,0,,14,9:42
1026,Justin Abdelkader\abdelju01,28-010,LW,2016-02-15,DET,@,NYI,L,0,0,0,0,2,0,0,0,1,0.0,26,22:30
1027,Henrik Zetterberg\zettehe01,35-234,LW,2016-02-18,DET,@,PIT,L,1,0,1,-2,0,1,0,0,6,16.7,28,20:11
1028,Tomas Tatar\tatarto01,25-287,C,2016-02-18,DET,@,PIT,L,0,0,0,-1,0,0,0,0,2,0.0,21,12:05
1029,Brendan Smith\smithbr05,27-010,D,2016-02-18,DET,@,PIT,L,0,0,0,-1,0,0,0,0,2,0.0,29,21:49
1030,Riley Sheahan\sheahri01,24-293,C,2016-02-18,DET,@,PIT,L,0,0,0,-2,0,0,0,0,2,0.0,21,14:34
1031,Brad Richards\richabr01,35-074,C,2016-02-18,DET,@,PIT,L,0,0,0,-1,0,0,0,0,2,0.0,19,12:38
1032,Kyle Quincey\quincky01,30-176,D,2016-02-18,DET,@,PIT,L,0,1,1,-1,2,0,0,0,0,,31,19:25
1033,Xavier Ouellet\ouellxa01,22-162,D,2016-02-18,DET,@,PIT,L,0,0,0,-1,0,0,0,0,1,0.0,23,18:13
1034,Gustav Nyquist\nyquigu01,26-196,RW,2016-02-18,DET,@,PIT,L,0,1,1,0,0,0,0,0,2,0.0,16,13:00
1035,Alexey Marchenko\marchal01,24-047,D,2016-02-18,DET,@,PIT,L,0,0,0,-1,0,0,0,0,0,,23,18:56
1036,Dylan Larkin\larkidy01,19-163,C,2016-02-18,DET,@,PIT,L,1,0,1,-2,0,1,0,0,3,33.3,23,13:59
1037,Tomas Jurco\jurcoto01,23-314,RW,2016-02-18,DET,@,PIT,L,1,0,1,0,0,1,0,0,2,50.0,16,11:36
1038,Darren Helm\helmda01,29-028,C,2016-02-18,DET,@,PIT,L,0,0,0,0,0,0,0,0,1,0.0,25,17:31
1039,Mike Green\greenmi03,30-237,D,2016-02-18,DET,@,PIT,L,0,0,0,0,0,0,0,0,1,0.0,28,20:01
1040,Luke Glendening\glendlu01,26-070,C,2016-02-18,DET,@,PIT,L,0,1,1,0,0,0,0,0,2,0.0,27,19:09
Rk,Player,Age,Pos,Date,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,S,S%,SHFT,TOI
1041,Danny DeKeyser\dekeyda01,25-018,D,2016-02-18,DET,@,PIT,L,0,0,0,-1,0,0,0,0,0,,36,19:15
1042,Pavel Datsyuk\datsypa01,37-153,C,2016-02-18,DET,@,PIT,L,0,1,1,-2,0,0,0,0,4,0.0,23,16:20
1043,Andreas Athanasiou\athanan01,21-170,C,2016-02-18,DET,@,PIT,L,0,1,1,0,0,0,0,0,1,0.0,17,12:34
1044,Justin Abdelkader\abdelju01,28-007,LW,2016-02-18,DET,@,PIT,L,0,1,1,-1,0,0,0,0,7,0.0,25,19:10
1045,Henrik Zetterberg\zettehe01,35-232,LW,2016-02-20,DET,@,OTT,L-SO,0,0,0,-1,0,0,0,0,3,0.0,30,23:04
1046,Tomas Tatar\tatarto01,25-285,C,2016-02-20,DET,@,OTT,L-SO,0,0,0,0,0,0,0,0,1,0.0,21,15:05
1047,Brendan Smith\smithbr05,27-012,D,2016-02-20,DET,@,OTT,L-SO,0,0,0,0,0,0,0,0,0,,30,19:49
1048,Riley Sheahan\sheahri01,24-291,C,2016-02-20,DET,@,OTT,L-SO,0,0,0,0,0,0,0,0,0,,24,16:16
1049,Brad Richards\richabr01,35-072,C,2016-02-20,DET,@,OTT,L-SO,1,0,1,0,0,1,0,0,6,16.7,22,16:01
1050,Kyle Quincey\quincky01,30-174,D,2016-02-20,DET,@,OTT,L-SO,0,0,0,-1,0,0,0,0,1,0.0,35,24:57
1051,Teemu Pulkkinen\pulkkte01,24-049,RW,2016-02-20,DET,@,OTT,L-SO,0,0,0,0,0,0,0,0,2,0.0,12,8:22
1052,Xavier Ouellet\ouellxa01,22-160,D,2016-02-20,DET,@,OTT,L-SO,0,0,0,0,0,0,0,0,0,,28,15:44
1053,Gustav Nyquist\nyquigu01,26-194,RW,2016-02-20,DET,@,OTT,L-SO,0,0,0,0,2,0,0,0,0,,22,15:42
1054,Alexey Marchenko\marchal01,24-049,D,2016-02-20,DET,@,OTT,L-SO,0,0,0,1,0,0,0,0,1,0.0,29,16:28
1055,Tomas Jurco\jurcoto01,23-312,RW,2016-02-20,DET,@,OTT,L-SO,0,0,0,0,0,0,0,0,1,0.0,10,6:39
1056,Darren Helm\helmda01,29-030,C,2016-02-20,DET,@,OTT,L-SO,0,0,0,0,2,0,0,0,2,0.0,24,18:31
1057,Mike Green\greenmi03,30-235,D,2016-02-20,DET,@,OTT,L-SO,0,0,0,0,0,0,0,0,1,0.0,24,16:36
1058,Luke Glendening\glendlu01,26-068,C,2016-02-20,DET,@,OTT,L-SO,0,0,0,0,2,0,0,0,2,0.0,24,15:47
1059,Danny DeKeyser\dekeyda01,25-016,D,2016-02-20,DET,@,OTT,L-SO,0,0,0,0,0,0,0,0,0,,42,27:31
1060,Pavel Datsyuk\datsypa01,37-151,C,2016-02-20,DET,@,OTT,L-SO,0,0,0,-1,0,0,0,0,5,0.0,32,24:23
Rk,Player,Age,Pos,Date,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,S,S%,SHFT,TOI
1061,Andreas Athanasiou\athanan01,21-168,C,2016-02-20,DET,@,OTT,L-SO,1,0,1,1,0,1,0,0,2,50.0,11,6:54
1062,Justin Abdelkader\abdelju01,28-005,LW,2016-02-20,DET,@,OTT,L-SO,0,0,0,0,0,0,0,0,4,0.0,31,21:17
1063,Henrik Zetterberg\zettehe01,35-231,LW,2016-02-21,DET,@,NYR,L-OT,0,0,0,0,0,0,0,0,3,0.0,26,24:04
1064,Tomas Tatar\tatarto01,25-284,C,2016-02-21,DET,@,NYR,L-OT,0,0,0,0,0,0,0,0,2,0.0,16,11:06
1065,Brendan Smith\smithbr05,27-013,D,2016-02-21,DET,@,NYR,L-OT,0,0,0,-1,0,0,0,0,1,0.0,29,17:56
1066,Riley Sheahan\sheahri01,24-290,C,2016-02-21,DET,@,NYR,L-OT,0,0,0,0,0,0,0,0,1,0.0,25,12:48
1067,Brad Richards\richabr01,35-071,C,2016-02-21,DET,@,NYR,L-OT,0,0,0,0,0,0,0,0,1,0.0,18,16:28
1068,Kyle Quincey\quincky01,30-173,D,2016-02-21,DET,@,NYR,L-OT,0,0,0,0,4,0,0,0,1,0.0,33,22:23
1069,Teemu Pulkkinen\pulkkte01,24-050,RW,2016-02-21,DET,@,NYR,L-OT,0,0,0,0,0,0,0,0,1,0.0,12,6:26
1070,Xavier Ouellet\ouellxa01,22-159,D,2016-02-21,DET,@,NYR,L-OT,0,0,0,0,2,0,0,0,1,0.0,20,15:43
1071,Gustav Nyquist\nyquigu01,26-193,RW,2016-02-21,DET,@,NYR,L-OT,0,0,0,-1,0,0,0,0,2,0.0,16,11:29
1072,Alexey Marchenko\marchal01,24-050,D,2016-02-21,DET,@,NYR,L-OT,0,0,0,0,0,0,0,0,1,0.0,27,19:16
1073,Dylan Larkin\larkidy01,19-160,C,2016-02-21,DET,@,NYR,L-OT,0,0,0,0,0,0,0,0,0,,18,11:41
1074,Darren Helm\helmda01,29-031,C,2016-02-21,DET,@,NYR,L-OT,0,0,0,0,0,0,0,0,0,,23,15:20
1075,Mike Green\greenmi03,30-234,D,2016-02-21,DET,@,NYR,L-OT,0,0,0,0,0,0,0,0,2,0.0,17,14:58
1076,Luke Glendening\glendlu01,26-067,C,2016-02-21,DET,@,NYR,L-OT,0,0,0,0,2,0,0,0,1,0.0,24,18:00
1077,Danny DeKeyser\dekeyda01,25-015,D,2016-02-21,DET,@,NYR,L-OT,0,0,0,0,2,0,0,0,0,,35,25:12
1078,Pavel Datsyuk\datsypa01,37-150,C,2016-02-21,DET,@,NYR,L-OT,0,0,0,0,0,0,0,0,1,0.0,27,24:23
1079,Andreas Athanasiou\athanan01,21-167,C,2016-02-21,DET,@,NYR,L-OT,0,0,0,0,0,0,0,0,1,0.0,11,7:05
1080,Justin Abdelkader\abdelju01,28-004,LW,2016-02-21,DET,@,NYR,L-OT,0,0,0,-1,0,0,0,0,3,0.0,29,23:39
Rk,Player,Age,Pos,Date,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,S,S%,SHFT,TOI
1081,Henrik Zetterberg\zettehe01,35-229,LW,2016-02-23,DET,,CBJ,W,0,0,0,-1,0,0,0,0,2,0.0,26,21:09
1082,Tomas Tatar\tatarto01,25-282,C,2016-02-23,DET,,CBJ,W,0,0,0,0,0,0,0,0,1,0.0,20,13:43
1083,Brendan Smith\smithbr05,27-015,D,2016-02-23,DET,,CBJ,W,0,0,0,1,0,0,0,0,1,0.0,19,13:34
1084,Riley Sheahan\sheahri01,24-288,C,2016-02-23,DET,,CBJ,W,1,0,1,1,0,0,0,1,6,16.7,23,14:05
1085,Brad Richards\richabr01,35-069,C,2016-02-23,DET,,CBJ,W,0,0,0,0,0,0,0,0,0,,15,12:28
1086,Kyle Quincey\quincky01,30-171,D,2016-02-23,DET,,CBJ,W,0,0,0,0,0,0,0,0,0,,30,20:27
1087,Teemu Pulkkinen\pulkkte01,24-052,RW,2016-02-23,DET,,CBJ,W,0,0,0,0,0,0,0,0,1,0.0,12,9:07
1088,Gustav Nyquist\nyquigu01,26-191,RW,2016-02-23,DET,,CBJ,W,0,0,0,-1,0,0,0,0,1,0.0,23,18:29
1089,Alexey Marchenko\marchal01,24-052,D,2016-02-23,DET,,CBJ,W,0,1,1,0,0,0,0,0,1,0.0,26,20:47
