
,,,,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,,,,
Rk,Player,Age,Pos,Date,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,S,S%,SHFT,TOI
1386,Justin Abdelkader\abdelju01,29-033,LW,2016-03-29,DET,@,MTL,L,0,0,0,-1,19,0,0,0,1,0.0,18,13:56
1387,Henrik Zetterberg\zettehe01,35-191,LW,2016-04-01,DET,,MIN,W,0,1,1,-1,0,0,0,0,4,0.0,25,21:35
1388,Tomas Tatar\tatarto01,25-244,C,2016-04-01,DET,,MIN,W,1,0,1,2,0,1,0,0,5,20.0,18,12:13
1389,Riley Sheahan\sheahri01,24-250,C,2016-04-01,DET,,MIN,W,1,1,2,2,0,1,0,0,1,100.0,23,16:54
1390,Brad Richards\richabr01,35-031,C,2016-04-01,DET,,MIN,W,0,0,0,0,0,0,0,0,1,0.0,22,16:13
1391,Kyle Quincey\quincky01,30-133,D,2016-04-01,DET,,MIN,W,0,0,0,-1,2,0,0,0,1,0.0,28,21:41
1392,Gustav Nyquist\nyquigu01,26-153,RW,2016-04-01,DET,,MIN,W,0,2,2,1,0,0,0,0,2,0.0,22,15:30
1393,Alexey Marchenko\marchal01,24-090,D,2016-04-01,DET,,MIN,W,0,0,0,-1,0,0,0,0,0,,24,19:18
1394,Anthony Mantha\manthan01,21-168,RW,2016-04-01,DET,,MIN,W,0,0,0,-1,0,0,0,0,0,,11,6:49
1395,Dylan Larkin\larkidy01,19-120,C,2016-04-01,DET,,MIN,W,1,0,1,-1,0,0,1,0,2,50.0,21,15:38
1396,Niklas Kronwall\kronwni01,35-080,D,2016-04-01,DET,,MIN,W,0,1,1,-1,0,0,0,0,1,0.0,27,21:07
1397,Darren Helm\helmda01,29-071,C,2016-04-01,DET,,MIN,W,0,0,0,0,0,0,0,0,3,0.0,24,17:22
1398,Mike Green\greenmi03,30-194,D,2016-04-01,DET,,MIN,W,0,0,0,2,0,0,0,0,2,0.0,18,12:57
1399,Luke Glendening\glendlu01,26-027,C,2016-04-01,DET,,MIN,W,0,0,0,0,0,0,0,0,2,0.0,23,14:50
1400,Jonathan Ericsson\ericsjo01,32-030,D,2016-04-01,DET,,MIN,W,0,1,1,2,0,0,0,0,2,0.0,22,16:31
Rk,Player,Age,Pos,Date,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,S,S%,SHFT,TOI
1401,Danny DeKeyser\dekeyda01,26-025,D,2016-04-01,DET,,MIN,W,0,0,0,-1,0,0,0,0,1,0.0,29,25:47
1402,Pavel Datsyuk\datsypa01,37-110,C,2016-04-01,DET,,MIN,W,0,0,0,0,0,0,0,0,2,0.0,20,16:39
1403,Andreas Athanasiou\athanan01,21-127,C,2016-04-01,DET,,MIN,W,0,0,0,-1,0,0,0,0,0,,10,7:05
1404,Justin Abdelkader\abdelju01,29-036,LW,2016-04-01,DET,,MIN,W,0,0,0,-1,2,0,0,0,0,,21,17:51
1405,Henrik Zetterberg\zettehe01,35-190,LW,2016-04-02,DET,@,TOR,W,0,0,0,-2,0,0,0,0,5,0.0,23,17:09
1406,Tomas Tatar\tatarto01,25-243,C,2016-04-02,DET,@,TOR,W,0,0,0,1,0,0,0,0,1,0.0,22,13:04
1407,Riley Sheahan\sheahri01,24-249,C,2016-04-02,DET,@,TOR,W,0,0,0,1,0,0,0,0,1,0.0,21,17:04
1408,Brad Richards\richabr01,35-030,C,2016-04-02,DET,@,TOR,W,1,1,2,0,0,0,1,0,3,33.3,21,15:32
1409,Kyle Quincey\quincky01,30-132,D,2016-04-02,DET,@,TOR,W,1,0,1,0,0,1,0,0,2,50.0,31,21:42
1410,Gustav Nyquist\nyquigu01,26-152,RW,2016-04-02,DET,@,TOR,W,0,0,0,0,2,0,0,0,1,0.0,22,17:03
1411,Alexey Marchenko\marchal01,24-091,D,2016-04-02,DET,@,TOR,W,0,0,0,-1,0,0,0,0,1,0.0,25,19:03
1412,Anthony Mantha\manthan01,21-167,RW,2016-04-02,DET,@,TOR,W,0,0,0,0,0,0,0,0,0,,8,6:27
1413,Dylan Larkin\larkidy01,19-119,C,2016-04-02,DET,@,TOR,W,0,0,0,0,0,0,0,0,1,0.0,20,15:30
1414,Niklas Kronwall\kronwni01,35-081,D,2016-04-02,DET,@,TOR,W,0,0,0,-1,0,0,0,0,0,,27,20:32
1415,Darren Helm\helmda01,29-072,C,2016-04-02,DET,@,TOR,W,0,1,1,1,0,0,0,0,1,0.0,23,16:36
1416,Mike Green\greenmi03,30-193,D,2016-04-02,DET,@,TOR,W,1,1,2,2,2,1,0,0,2,50.0,21,14:56
1417,Luke Glendening\glendlu01,26-026,C,2016-04-02,DET,@,TOR,W,0,1,1,0,0,0,0,0,1,0.0,24,14:12
1418,Jonathan Ericsson\ericsjo01,32-031,D,2016-04-02,DET,@,TOR,W,0,1,1,1,4,0,0,0,0,,24,15:10
1419,Danny DeKeyser\dekeyda01,26-026,D,2016-04-02,DET,@,TOR,W,0,0,0,-1,0,0,0,0,2,0.0,34,25:05
1420,Pavel Datsyuk\datsypa01,37-109,C,2016-04-02,DET,@,TOR,W,0,1,1,0,0,0,0,0,0,,25,20:19
Rk,Player,Age,Pos,Date,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,S,S%,SHFT,TOI
1421,Andreas Athanasiou\athanan01,21-126,C,2016-04-02,DET,@,TOR,W,0,0,0,0,0,0,0,0,1,0.0,9,5:50
1422,Justin Abdelkader\abdelju01,29-037,LW,2016-04-02,DET,@,TOR,W,0,0,0,-1,0,0,0,0,4,0.0,24,16:46
1423,Henrik Zetterberg\zettehe01,35-186,LW,2016-04-06,DET,,PHI,W,0,0,0,1,0,0,0,0,3,0.0,26,19:45
1424,Tomas Tatar\tatarto01,25-239,C,2016-04-06,DET,,PHI,W,0,0,0,0,0,0,0,0,2,0.0,19,13:41
1425,Riley Sheahan\sheahri01,24-245,C,2016-04-06,DET,,PHI,W,0,0,0,1,0,0,0,0,2,0.0,23,13:45
1426,Brad Richards\richabr01,35-026,C,2016-04-06,DET,,PHI,W,0,0,0,1,0,0,0,0,3,0.0,21,16:51
1427,Kyle Quincey\quincky01,30-128,D,2016-04-06,DET,,PHI,W,1,0,1,3,0,1,0,0,1,100.0,34,21:15
1428,Gustav Nyquist\nyquigu01,26-148,RW,2016-04-06,DET,,PHI,W,0,0,0,0,0,0,0,0,3,0.0,20,14:32
1429,Alexey Marchenko\marchal01,24-095,D,2016-04-06,DET,,PHI,W,0,0,0,0,0,0,0,0,1,0.0,28,20:22
1430,Dylan Larkin\larkidy01,19-115,C,2016-04-06,DET,,PHI,W,0,0,0,0,0,0,0,0,2,0.0,23,15:47
1431,Niklas Kronwall\kronwni01,35-085,D,2016-04-06,DET,,PHI,W,0,0,0,0,0,0,0,0,1,0.0,27,20:50
1432,Tomas Jurco\jurcoto01,23-266,RW,2016-04-06,DET,,PHI,W,0,0,0,0,2,0,0,0,0,,9,5:14
1433,Darren Helm\helmda01,29-076,C,2016-04-06,DET,,PHI,W,1,0,1,1,0,1,0,0,4,25.0,23,15:04
1434,Mike Green\greenmi03,30-189,D,2016-04-06,DET,,PHI,W,0,0,0,0,0,0,0,0,0,,19,13:31
1435,Luke Glendening\glendlu01,26-022,C,2016-04-06,DET,,PHI,W,0,0,0,1,0,0,0,0,1,0.0,24,15:22
1436,Jonathan Ericsson\ericsjo01,32-035,D,2016-04-06,DET,,PHI,W,0,0,0,0,0,0,0,0,0,,23,14:51
1437,Danny DeKeyser\dekeyda01,26-030,D,2016-04-06,DET,,PHI,W,0,0,0,3,4,0,0,0,0,,35,23:06
1438,Pavel Datsyuk\datsypa01,37-105,C,2016-04-06,DET,,PHI,W,0,0,0,1,2,0,0,0,1,0.0,27,19:38
1439,Andreas Athanasiou\athanan01,21-122,C,2016-04-06,DET,,PHI,W,1,0,1,1,0,0,0,1,1,100.0,10,5:58
1440,Justin Abdelkader\abdelju01,29-041,LW,2016-04-06,DET,,PHI,W,0,0,0,1,6,0,0,0,1,0.0,26,18:36
Rk,Player,Age,Pos,Date,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,S,S%,SHFT,TOI
1441,Henrik Zetterberg\zettehe01,35-185,LW,2016-04-07,DET,@,BOS,L,0,1,1,-1,2,0,0,0,0,,23,15:53
1442,Tomas Tatar\tatarto01,25-238,C,2016-04-07,DET,@,BOS,L,0,0,0,-1,0,0,0,0,0,,19,14:46
1443,Riley Sheahan\sheahri01,24-244,C,2016-04-07,DET,@,BOS,L,0,0,0,0,2,0,0,0,0,,25,16:28
1444,Brad Richards\richabr01,35-025,C,2016-04-07,DET,@,BOS,L,0,0,0,-1,0,0,0,0,2,0.0,18,15:22
1445,Kyle Quincey\quincky01,30-127,D,2016-04-07,DET,@,BOS,L,0,1,1,-1,0,0,0,0,1,0.0,32,21:16
1446,Gustav Nyquist\nyquigu01,26-147,RW,2016-04-07,DET,@,BOS,L,0,1,1,0,0,0,0,0,0,,20,15:02
1447,Alexey Marchenko\marchal01,24-096,D,2016-04-07,DET,@,BOS,L,1,1,2,1,0,1,0,0,1,100.0,29,18:58
1448,Dylan Larkin\larkidy01,19-114,C,2016-04-07,DET,@,BOS,L,0,0,0,-1,0,0,0,0,2,0.0,22,17:57
1449,Niklas Kronwall\kronwni01,35-086,D,2016-04-07,DET,@,BOS,L,0,0,0,0,0,0,0,0,1,0.0,22,14:59
1450,Tomas Jurco\jurcoto01,23-265,RW,2016-04-07,DET,@,BOS,L,0,0,0,1,0,0,0,0,0,,18,10:31
1451,Darren Helm\helmda01,29-077,C,2016-04-07,DET,@,BOS,L,0,0,0,-1,0,0,0,0,1,0.0,24,15:17
1452,Mike Green\greenmi03,30-188,D,2016-04-07,DET,@,BOS,L,0,0,0,-1,0,0,0,0,1,0.0,25,18:33
1453,Luke Glendening\glendlu01,26-021,C,2016-04-07,DET,@,BOS,L,0,0,0,0,0,0,0,0,2,0.0,26,14:45
1454,Jonathan Ericsson\ericsjo01,32-036,D,2016-04-07,DET,@,BOS,L,0,0,0,-1,2,0,0,0,2,0.0,31,18:22
1455,Danny DeKeyser\dekeyda01,26-031,D,2016-04-07,DET,@,BOS,L,0,0,0,-2,2,0,0,0,0,,32,19:53
1456,Pavel Datsyuk\datsypa01,37-104,C,2016-04-07,DET,@,BOS,L,0,0,0,-1,0,0,0,0,0,,20,17:23
1457,Andreas Athanasiou\athanan01,21-121,C,2016-04-07,DET,@,BOS,L,1,0,1,1,0,1,0,0,2,50.0,22,12:44
1458,Justin Abdelkader\abdelju01,29-042,LW,2016-04-07,DET,@,BOS,L,0,0,0,-2,0,0,0,0,0,,22,15:05
1459,Henrik Zetterberg\zettehe01,35-183,LW,2016-04-09,DET,@,NYR,L,0,1,1,0,2,0,0,0,2,0.0,26,20:43
1460,Tomas Tatar\tatarto01,25-236,C,2016-04-09,DET,@,NYR,L,0,0,0,-1,0,0,0,0,2,0.0,21,13:55
Rk,Player,Age,Pos,Date,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,S,S%,SHFT,TOI
1461,Riley Sheahan\sheahri01,24-242,C,2016-04-09,DET,@,NYR,L,1,0,1,-2,0,0,1,0,4,25.0,22,14:59
1462,Brad Richards\richabr01,35-023,C,2016-04-09,DET,@,NYR,L,0,1,1,1,0,0,0,0,2,0.0,26,19:50
1463,Kyle Quincey\quincky01,30-125,D,2016-04-09,DET,@,NYR,L,0,0,0,0,2,0,0,0,2,0.0,33,20:35
1464,Gustav Nyquist\nyquigu01,26-145,RW,2016-04-09,DET,@,NYR,L,0,0,0,-1,0,0,0,0,1,0.0,22,16:36
1465,Alexey Marchenko\marchal01,24-098,D,2016-04-09,DET,@,NYR,L,0,0,0,-2,0,0,0,0,0,,29,18:42
1466,Dylan Larkin\larkidy01,19-112,C,2016-04-09,DET,@,NYR,L,0,0,0,-1,0,0,0,0,4,0.0,26,16:29
1467,Niklas Kronwall\kronwni01,35-088,D,2016-04-09,DET,@,NYR,L,0,0,0,-2,0,0,0,0,2,0.0,31,21:36
1468,Darren Helm\helmda01,29-079,C,2016-04-09,DET,@,NYR,L,0,0,0,-1,0,0,0,0,2,0.0,27,18:22
1469,Mike Green\greenmi03,30-186,D,2016-04-09,DET,@,NYR,L,0,1,1,0,0,0,0,0,1,0.0,24,16:26
1470,Luke Glendening\glendlu01,26-019,C,2016-04-09,DET,@,NYR,L,0,0,0,0,0,0,0,0,2,0.0,25,13:56
1471,Jonathan Ericsson\ericsjo01,32-038,D,2016-04-09,DET,@,NYR,L,0,0,0,-1,0,0,0,0,1,0.0,28,17:12
1472,Danny DeKeyser\dekeyda01,26-033,D,2016-04-09,DET,@,NYR,L,0,0,0,0,0,0,0,0,0,,32,21:19
1473,Pavel Datsyuk\datsypa01,37-102,C,2016-04-09,DET,@,NYR,L,0,1,1,0,0,0,0,0,4,0.0,31,24:00
1474,Andreas Athanasiou\athanan01,21-119,C,2016-04-09,DET,@,NYR,L,0,0,0,0,0,0,0,0,0,,10,4:58
1475,Joakim Andersson\anderjo03,27-064,C,2016-04-09,DET,@,NYR,L,0,0,0,0,0,0,0,0,0,,4,1:42
1476,Justin Abdelkader\abdelju01,29-044,LW,2016-04-09,DET,@,NYR,L,1,0,1,1,0,1,0,0,4,25.0,22,17:03
