
,,,,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,,,,
Rk,Player,Age,Pos,Date,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,S,S%,SHFT,TOI
661,Darren Helm\helmda01,28-342,C,2015-12-29,DET,@,WPG,L,0,0,0,0,0,0,0,0,3,0.0,17,13:11
662,Mike Green\greenmi03,30-078,D,2015-12-29,DET,@,WPG,L,0,0,0,0,0,0,0,0,2,0.0,23,22:41
663,Luke Glendening\glendlu01,26-245,C,2015-12-29,DET,@,WPG,L,0,0,0,0,0,0,0,0,1,0.0,15,10:10
664,Danny DeKeyser\dekeyda01,25-297,D,2015-12-29,DET,@,WPG,L,0,0,0,0,0,0,0,0,1,0.0,27,17:43
665,Pavel Datsyuk\datsypa01,37-162,C,2015-12-29,DET,@,WPG,L,1,0,1,0,0,0,1,0,3,33.3,22,19:37
666,Justin Abdelkader\abdelju01,28-307,LW,2015-12-29,DET,@,WPG,L,0,0,0,-2,0,0,0,0,3,0.0,22,17:48
667,Henrik Zetterberg\zettehe01,35-083,LW,2015-12-31,DET,,PIT,L,0,0,0,0,0,0,0,0,4,0.0,23,18:18
668,Tomas Tatar\tatarto01,25-030,C,2015-12-31,DET,,PIT,L,0,0,0,1,0,0,0,0,3,0.0,21,14:25
669,Brendan Smith\smithbr05,26-326,D,2015-12-31,DET,,PIT,L,1,0,1,0,0,1,0,0,2,50.0,20,15:54
670,Riley Sheahan\sheahri01,24-024,C,2015-12-31,DET,,PIT,L,0,0,0,-1,0,0,0,0,3,0.0,23,15:05
671,Brad Richards\richabr01,35-243,C,2015-12-31,DET,,PIT,L,0,0,0,0,0,0,0,0,2,0.0,20,16:38
672,Gustav Nyquist\nyquigu01,26-121,RW,2015-12-31,DET,,PIT,L,0,1,1,0,0,0,0,0,1,0.0,22,17:00
673,Tomas Nosek\nosekto01,23-121,C,2015-12-31,DET,,PIT,L,0,0,0,-1,0,0,0,0,0,,17,11:23
674,Alexey Marchenko\marchal01,23-363,D,2015-12-31,DET,,PIT,L,0,1,1,0,0,0,0,0,4,0.0,16,12:51
675,Dylan Larkin\larkidy01,19-154,C,2015-12-31,DET,,PIT,L,0,1,1,0,0,0,0,0,3,0.0,24,17:14
676,Niklas Kronwall\kronwni01,34-353,D,2015-12-31,DET,,PIT,L,0,1,1,-1,0,0,0,0,1,0.0,27,24:19
677,Tomas Jurco\jurcoto01,23-003,RW,2015-12-31,DET,,PIT,L,0,0,0,0,0,0,0,0,0,,5,4:09
678,Darren Helm\helmda01,28-344,C,2015-12-31,DET,,PIT,L,0,0,0,-3,0,0,0,0,2,0.0,23,17:14
679,Mike Green\greenmi03,30-080,D,2015-12-31,DET,,PIT,L,0,0,0,0,0,0,0,0,2,0.0,24,21:53
680,Luke Glendening\glendlu01,26-247,C,2015-12-31,DET,,PIT,L,0,0,0,0,4,0,0,0,1,0.0,19,13:19
Rk,Player,Age,Pos,Date,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,S,S%,SHFT,TOI
681,Jonathan Ericsson\ericsjo01,31-304,D,2015-12-31,DET,,PIT,L,0,0,0,0,0,0,0,0,0,,26,18:21
682,Danny DeKeyser\dekeyda01,25-299,D,2015-12-31,DET,,PIT,L,0,0,0,0,4,0,0,0,3,0.0,30,18:55
683,Pavel Datsyuk\datsypa01,37-164,C,2015-12-31,DET,,PIT,L,0,0,0,-1,0,0,0,0,3,0.0,21,19:59
684,Justin Abdelkader\abdelju01,28-309,LW,2015-12-31,DET,,PIT,L,1,0,1,1,2,1,0,0,1,100.0,25,18:41
685,Henrik Zetterberg\zettehe01,35-281,LW,2016-01-02,DET,@,BUF,W,1,0,1,1,0,1,0,0,1,100.0,23,16:33
686,Tomas Tatar\tatarto01,25-334,C,2016-01-02,DET,@,BUF,W,1,1,2,0,0,1,0,0,2,50.0,20,14:44
687,Brendan Smith\smithbr05,26-037,D,2016-01-02,DET,@,BUF,W,0,1,1,2,0,0,0,0,1,0.0,22,17:30
688,Riley Sheahan\sheahri01,24-340,C,2016-01-02,DET,@,BUF,W,1,1,2,1,0,0,1,0,4,25.0,27,17:40
689,Brad Richards\richabr01,35-121,C,2016-01-02,DET,@,BUF,W,1,0,1,1,0,1,0,0,2,50.0,18,12:40
690,Gustav Nyquist\nyquigu01,26-243,RW,2016-01-02,DET,@,BUF,W,0,1,1,1,0,0,0,0,7,0.0,21,14:21
691,Tomas Nosek\nosekto01,23-243,C,2016-01-02,DET,@,BUF,W,0,0,0,0,2,0,0,0,0,,16,11:13
692,Alexey Marchenko\marchal01,24-000,D,2016-01-02,DET,@,BUF,W,0,0,0,1,0,0,0,0,0,,28,22:59
693,Dylan Larkin\larkidy01,19-210,C,2016-01-02,DET,@,BUF,W,0,1,1,1,0,0,0,0,1,0.0,18,12:34
694,Niklas Kronwall\kronwni01,34-010,D,2016-01-02,DET,@,BUF,W,0,0,0,-1,0,0,0,0,0,,31,20:42
695,Darren Helm\helmda01,28-019,C,2016-01-02,DET,@,BUF,W,0,0,0,0,2,0,0,0,1,0.0,22,15:42
696,Mike Green\greenmi03,30-284,D,2016-01-02,DET,@,BUF,W,0,2,2,2,4,0,0,0,2,0.0,24,17:44
697,Luke Glendening\glendlu01,26-117,C,2016-01-02,DET,@,BUF,W,0,0,0,1,0,0,0,0,1,0.0,23,14:55
698,Jonathan Ericsson\ericsjo01,31-060,D,2016-01-02,DET,@,BUF,W,0,0,0,-1,2,0,0,0,0,,27,15:56
699,Danny DeKeyser\dekeyda01,25-065,D,2016-01-02,DET,@,BUF,W,0,0,0,1,0,0,0,0,0,,29,21:19
700,Pavel Datsyuk\datsypa01,37-200,C,2016-01-02,DET,@,BUF,W,0,1,1,0,0,0,0,0,0,,25,17:43
Rk,Player,Age,Pos,Date,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,S,S%,SHFT,TOI
701,Joakim Andersson\anderjo03,26-034,C,2016-01-02,DET,@,BUF,W,0,0,0,0,0,0,0,0,0,,12,7:49
702,Justin Abdelkader\abdelju01,28-054,LW,2016-01-02,DET,@,BUF,W,0,0,0,0,0,0,0,0,1,0.0,27,19:07
703,Henrik Zetterberg\zettehe01,35-279,LW,2016-01-04,DET,@,NJD,W,0,0,0,0,0,0,0,0,0,,21,16:35
704,Tomas Tatar\tatarto01,25-332,C,2016-01-04,DET,@,NJD,W,0,0,0,0,2,0,0,0,2,0.0,21,15:21
705,Brendan Smith\smithbr05,26-035,D,2016-01-04,DET,@,NJD,W,0,0,0,1,0,0,0,0,2,0.0,24,18:53
706,Riley Sheahan\sheahri01,24-338,C,2016-01-04,DET,@,NJD,W,0,1,1,1,0,0,0,0,2,0.0,21,16:51
707,Brad Richards\richabr01,35-119,C,2016-01-04,DET,@,NJD,W,0,1,1,1,0,0,0,0,2,0.0,18,15:20
708,Gustav Nyquist\nyquigu01,26-241,RW,2016-01-04,DET,@,NJD,W,0,0,0,0,0,0,0,0,0,,19,14:15
709,Tomas Nosek\nosekto01,23-241,C,2016-01-04,DET,@,NJD,W,0,0,0,0,0,0,0,0,0,,16,9:59
710,Alexey Marchenko\marchal01,24-002,D,2016-01-04,DET,@,NJD,W,0,0,0,0,0,0,0,0,0,,26,20:53
711,Dylan Larkin\larkidy01,19-208,C,2016-01-04,DET,@,NJD,W,1,0,1,1,0,1,0,0,1,100.0,19,17:04
712,Niklas Kronwall\kronwni01,34-008,D,2016-01-04,DET,@,NJD,W,0,0,0,0,0,0,0,0,1,0.0,29,21:35
713,Darren Helm\helmda01,28-017,C,2016-01-04,DET,@,NJD,W,0,0,0,0,0,0,0,0,2,0.0,22,16:53
714,Mike Green\greenmi03,30-282,D,2016-01-04,DET,@,NJD,W,0,0,0,1,0,0,0,0,1,0.0,22,17:10
715,Luke Glendening\glendlu01,26-115,C,2016-01-04,DET,@,NJD,W,0,0,0,0,0,0,0,0,0,,20,12:32
716,Jonathan Ericsson\ericsjo01,31-058,D,2016-01-04,DET,@,NJD,W,0,0,0,0,0,0,0,0,1,0.0,26,18:13
717,Danny DeKeyser\dekeyda01,25-063,D,2016-01-04,DET,@,NJD,W,0,0,0,0,0,0,0,0,2,0.0,29,21:34
718,Pavel Datsyuk\datsypa01,37-198,C,2016-01-04,DET,@,NJD,W,0,0,0,0,0,0,0,0,1,0.0,21,17:51
719,Joakim Andersson\anderjo03,26-032,C,2016-01-04,DET,@,NJD,W,0,0,0,0,0,0,0,0,2,0.0,14,8:45
720,Justin Abdelkader\abdelju01,28-052,LW,2016-01-04,DET,@,NJD,W,0,0,0,0,2,0,0,0,2,0.0,22,16:30
Rk,Player,Age,Pos,Date,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,S,S%,SHFT,TOI
721,Henrik Zetterberg\zettehe01,35-276,LW,2016-01-07,DET,@,SJS,W,0,1,1,0,0,0,0,0,0,,25,16:30
722,Tomas Tatar\tatarto01,25-329,C,2016-01-07,DET,@,SJS,W,0,0,0,1,0,0,0,0,1,0.0,19,12:55
723,Brendan Smith\smithbr05,26-032,D,2016-01-07,DET,@,SJS,W,0,0,0,0,2,0,0,0,0,,24,16:16
724,Riley Sheahan\sheahri01,24-335,C,2016-01-07,DET,@,SJS,W,0,0,0,0,0,0,0,0,1,0.0,25,18:47
725,Brad Richards\richabr01,35-116,C,2016-01-07,DET,@,SJS,W,0,0,0,0,0,0,0,0,0,,17,12:36
726,Gustav Nyquist\nyquigu01,26-238,RW,2016-01-07,DET,@,SJS,W,0,0,0,0,0,0,0,0,1,0.0,16,9:56
727,Drew Miller\milledr01,31-041,LW,2016-01-07,DET,@,SJS,W,0,0,0,0,0,0,0,0,0,,19,14:21
728,Alexey Marchenko\marchal01,24-005,D,2016-01-07,DET,@,SJS,W,0,0,0,1,0,0,0,0,0,,32,19:20
729,Dylan Larkin\larkidy01,19-205,C,2016-01-07,DET,@,SJS,W,0,1,1,1,2,0,0,0,6,0.0,20,15:13
730,Niklas Kronwall\kronwni01,34-005,D,2016-01-07,DET,@,SJS,W,0,0,0,0,0,0,0,0,2,0.0,30,22:19
731,Tomas Jurco\jurcoto01,23-356,RW,2016-01-07,DET,@,SJS,W,0,0,0,0,0,0,0,0,1,0.0,13,8:10
732,Darren Helm\helmda01,28-014,C,2016-01-07,DET,@,SJS,W,0,0,0,0,0,0,0,0,1,0.0,22,15:55
733,Mike Green\greenmi03,30-279,D,2016-01-07,DET,@,SJS,W,0,0,0,0,0,0,0,0,3,0.0,26,18:38
734,Luke Glendening\glendlu01,26-112,C,2016-01-07,DET,@,SJS,W,0,0,0,0,4,0,0,0,1,0.0,21,13:30
735,Jonathan Ericsson\ericsjo01,31-055,D,2016-01-07,DET,@,SJS,W,0,1,1,0,0,0,0,0,0,,28,18:32
736,Danny DeKeyser\dekeyda01,25-060,D,2016-01-07,DET,@,SJS,W,1,0,1,1,0,1,0,0,3,33.3,35,23:40
737,Pavel Datsyuk\datsypa01,37-195,C,2016-01-07,DET,@,SJS,W,0,1,1,1,0,0,0,0,3,0.0,24,18:14
738,Justin Abdelkader\abdelju01,28-049,LW,2016-01-07,DET,@,SJS,W,1,0,1,0,0,1,0,0,2,50.0,26,17:08
739,Henrik Zetterberg\zettehe01,35-273,LW,2016-01-10,DET,@,ANA,W,0,0,0,0,0,0,0,0,1,0.0,23,19:52
740,Tomas Tatar\tatarto01,25-326,C,2016-01-10,DET,@,ANA,W,1,0,1,0,0,1,0,0,2,50.0,21,14:23
Rk,Player,Age,Pos,Date,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,S,S%,SHFT,TOI
741,Brendan Smith\smithbr05,26-029,D,2016-01-10,DET,@,ANA,W,0,0,0,1,2,0,0,0,2,0.0,24,16:47
742,Riley Sheahan\sheahri01,24-332,C,2016-01-10,DET,@,ANA,W,1,0,1,1,0,1,0,0,1,100.0,26,16:58
743,Brad Richards\richabr01,35-113,C,2016-01-10,DET,@,ANA,W,0,0,0,0,0,0,0,0,1,0.0,17,12:42
744,Gustav Nyquist\nyquigu01,26-235,RW,2016-01-10,DET,@,ANA,W,0,0,0,0,0,0,0,0,2,0.0,19,15:44
745,Drew Miller\milledr01,31-038,LW,2016-01-10,DET,@,ANA,W,0,0,0,0,0,0,0,0,1,0.0,14,9:21
746,Alexey Marchenko\marchal01,24-008,D,2016-01-10,DET,@,ANA,W,0,0,0,0,0,0,0,0,1,0.0,25,14:56
747,Dylan Larkin\larkidy01,19-202,C,2016-01-10,DET,@,ANA,W,0,1,1,1,0,0,0,0,2,0.0,20,14:23
748,Niklas Kronwall\kronwni01,34-002,D,2016-01-10,DET,@,ANA,W,0,0,0,0,0,0,0,0,1,0.0,32,23:45
749,Tomas Jurco\jurcoto01,23-353,RW,2016-01-10,DET,@,ANA,W,0,0,0,0,0,0,0,0,1,0.0,12,9:41
750,Darren Helm\helmda01,28-011,C,2016-01-10,DET,@,ANA,W,0,0,0,1,0,0,0,0,1,0.0,22,12:59
751,Mike Green\greenmi03,30-276,D,2016-01-10,DET,@,ANA,W,0,0,0,1,0,0,0,0,0,,24,17:44
752,Luke Glendening\glendlu01,26-109,C,2016-01-10,DET,@,ANA,W,0,0,0,0,2,0,0,0,1,0.0,24,14:45
753,Jonathan Ericsson\ericsjo01,31-052,D,2016-01-10,DET,@,ANA,W,0,0,0,0,0,0,0,0,3,0.0,32,22:56
754,Danny DeKeyser\dekeyda01,25-057,D,2016-01-10,DET,@,ANA,W,0,0,0,0,0,0,0,0,1,0.0,31,18:09
755,Pavel Datsyuk\datsypa01,37-192,C,2016-01-10,DET,@,ANA,W,0,0,0,0,0,0,0,0,1,0.0,25,20:01
756,Justin Abdelkader\abdelju01,28-046,LW,2016-01-10,DET,@,ANA,W,0,0,0,0,0,0,0,0,2,0.0,28,20:54
757,Henrik Zetterberg\zettehe01,35-272,LW,2016-01-11,DET,@,LAK,L,0,0,0,-1,0,0,0,0,3,0.0,24,19:30
758,Tomas Tatar\tatarto01,25-325,C,2016-01-11,DET,@,LAK,L,1,0,1,1,2,1,0,0,1,100.0,23,17:40
759,Brendan Smith\smithbr05,26-028,D,2016-01-11,DET,@,LAK,L,0,0,0,-2,0,0,0,0,0,,19,13:28
760,Riley Sheahan\sheahri01,24-331,C,2016-01-11,DET,@,LAK,L,0,0,0,-1,0,0,0,0,1,0.0,23,15:31
Rk,Player,Age,Pos,Date,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,S,S%,SHFT,TOI
761,Brad Richards\richabr01,35-112,C,2016-01-11,DET,@,LAK,L,0,0,0,0,0,0,0,0,2,0.0,18,13:43
762,Kyle Quincey\quincky01,30-214,D,2016-01-11,DET,@,LAK,L,0,0,0,0,0,0,0,0,0,,16,12:34
763,Gustav Nyquist\nyquigu01,26-234,RW,2016-01-11,DET,@,LAK,L,0,0,0,0,0,0,0,0,2,0.0,17,13:23
764,Alexey Marchenko\marchal01,24-009,D,2016-01-11,DET,@,LAK,L,1,0,1,1,0,1,0,0,2,50.0,19,14:11
765,Dylan Larkin\larkidy01,19-201,C,2016-01-11,DET,@,LAK,L,0,0,0,-2,0,0,0,0,0,,24,17:38
766,Niklas Kronwall\kronwni01,34-001,D,2016-01-11,DET,@,LAK,L,0,0,0,0,0,0,0,0,2,0.0,26,18:43
767,Tomas Jurco\jurcoto01,23-352,RW,2016-01-11,DET,@,LAK,L,0,0,0,0,0,0,0,0,1,0.0,13,9:50
768,Darren Helm\helmda01,28-010,C,2016-01-11,DET,@,LAK,L,0,2,2,2,0,0,0,0,4,0.0,25,18:02
769,Mike Green\greenmi03,30-275,D,2016-01-11,DET,@,LAK,L,0,0,0,-1,0,0,0,0,1,0.0,24,21:13
770,Luke Glendening\glendlu01,26-108,C,2016-01-11,DET,@,LAK,L,0,0,0,0,0,0,0,0,2,0.0,20,13:58
771,Jonathan Ericsson\ericsjo01,31-051,D,2016-01-11,DET,@,LAK,L,0,0,0,1,2,0,0,0,0,,21,14:07
772,Danny DeKeyser\dekeyda01,25-056,D,2016-01-11,DET,@,LAK,L,0,0,0,1,0,0,0,0,1,0.0,29,23:27
773,Pavel Datsyuk\datsypa01,37-191,C,2016-01-11,DET,@,LAK,L,0,2,2,1,0,0,0,0,2,0.0,26,21:50
774,Justin Abdelkader\abdelju01,28-045,LW,2016-01-11,DET,@,LAK,L,0,0,0,-1,0,0,0,0,3,0.0,24,18:24
775,Henrik Zetterberg\zettehe01,35-269,LW,2016-01-14,DET,@,ARI,W,0,0,0,0,0,0,0,0,1,0.0,25,20:38
776,Tomas Tatar\tatarto01,25-322,C,2016-01-14,DET,@,ARI,W,0,0,0,-1,0,0,0,0,1,0.0,17,10:36
777,Brendan Smith\smithbr05,26-025,D,2016-01-14,DET,@,ARI,W,0,0,0,-1,0,0,0,0,1,0.0,27,18:15
778,Riley Sheahan\sheahri01,24-328,C,2016-01-14,DET,@,ARI,W,0,0,0,0,0,0,0,0,3,0.0,23,16:08
779,Brad Richards\richabr01,35-109,C,2016-01-14,DET,@,ARI,W,0,0,0,0,0,0,0,0,2,0.0,18,12:44
780,Kyle Quincey\quincky01,30-211,D,2016-01-14,DET,@,ARI,W,0,0,0,0,0,0,0,0,1,0.0,26,19:07
Rk,Player,Age,Pos,Date,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,S,S%,SHFT,TOI
781,Gustav Nyquist\nyquigu01,26-231,RW,2016-01-14,DET,@,ARI,W,1,1,2,0,0,0,1,0,3,33.3,21,15:11
782,Dylan Larkin\larkidy01,19-198,C,2016-01-14,DET,@,ARI,W,0,1,1,1,2,0,0,0,2,0.0,25,17:52
783,Niklas Kronwall\kronwni01,35-002,D,2016-01-14,DET,@,ARI,W,0,0,0,0,0,0,0,0,0,,33,23:17
784,Tomas Jurco\jurcoto01,23-349,RW,2016-01-14,DET,@,ARI,W,0,0,0,0,2,0,0,0,0,,15,11:58
785,Darren Helm\helmda01,28-007,C,2016-01-14,DET,@,ARI,W,0,0,0,-1,0,0,0,0,0,,19,13:55
786,Mike Green\greenmi03,30-272,D,2016-01-14,DET,@,ARI,W,0,2,2,-1,0,0,0,0,2,0.0,29,17:00
787,Luke Glendening\glendlu01,26-105,C,2016-01-14,DET,@,ARI,W,0,0,0,0,0,0,0,0,1,0.0,21,14:21
788,Jonathan Ericsson\ericsjo01,31-048,D,2016-01-14,DET,@,ARI,W,0,0,0,0,0,0,0,0,1,0.0,29,18:04
789,Danny DeKeyser\dekeyda01,25-053,D,2016-01-14,DET,@,ARI,W,1,0,1,1,0,1,0,0,1,100.0,32,22:32
790,Pavel Datsyuk\datsypa01,37-188,C,2016-01-14,DET,@,ARI,W,1,2,3,0,2,0,1,0,4,25.0,23,19:05
791,Joakim Andersson\anderjo03,26-022,C,2016-01-14,DET,@,ARI,W,0,0,0,0,0,0,0,0,0,,11,8:16
792,Justin Abdelkader\abdelju01,28-042,LW,2016-01-14,DET,@,ARI,W,0,0,0,0,2,0,0,0,2,0.0,26,22:24
793,Henrik Zetterberg\zettehe01,35-266,LW,2016-01-17,DET,,PHI,L-SO,0,0,0,0,0,0,0,0,2,0.0,24,19:15
