
,,,,,,,,,Scoring,Scoring,Scoring,,,Goals,Goals,Goals,,,,
794,Tomas Tatar\tatarto01,25-319,C,2016-01-17,DET,,PHI,L-SO,0,0,0,1,0,0,0,0,4,0.0,21,17:23
795,Brendan Smith\smithbr05,26-022,D,2016-01-17,DET,,PHI,L-SO,0,0,0,0,2,0,0,0,1,0.0,24,18:07
796,Riley Sheahan\sheahri01,24-325,C,2016-01-17,DET,,PHI,L-SO,0,0,0,-1,0,0,0,0,2,0.0,24,12:36
797,Brad Richards\richabr01,35-106,C,2016-01-17,DET,,PHI,L-SO,0,0,0,-1,0,0,0,0,4,0.0,23,16:29
798,Kyle Quincey\quincky01,30-208,D,2016-01-17,DET,,PHI,L-SO,0,0,0,-1,2,0,0,0,0,,27,16:09
799,Teemu Pulkkinen\pulkkte01,24-015,RW,2016-01-17,DET,,PHI,L-SO,0,0,0,0,0,0,0,0,2,0.0,17,12:08
800,Gustav Nyquist\nyquigu01,26-228,RW,2016-01-17,DET,,PHI,L-SO,0,0,0,0,0,0,0,0,2,0.0,22,16:21
Rk,Player,Age,Pos,Date,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,S,S%,SHFT,TOI
801,Dylan Larkin\larkidy01,19-195,C,2016-01-17,DET,,PHI,L-SO,0,0,0,-1,0,0,0,0,3,0.0,27,18:38
802,Niklas Kronwall\kronwni01,35-005,D,2016-01-17,DET,,PHI,L-SO,1,0,1,1,2,1,0,0,1,100.0,33,21:38
803,Tomas Jurco\jurcoto01,23-346,RW,2016-01-17,DET,,PHI,L-SO,0,0,0,0,0,0,0,0,1,0.0,10,7:14
804,Darren Helm\helmda01,28-004,C,2016-01-17,DET,,PHI,L-SO,0,0,0,1,0,0,0,0,0,,22,15:16
805,Mike Green\greenmi03,30-269,D,2016-01-17,DET,,PHI,L-SO,0,0,0,0,2,0,0,0,1,0.0,25,22:24
806,Luke Glendening\glendlu01,26-102,C,2016-01-17,DET,,PHI,L-SO,0,0,0,0,0,0,0,0,1,0.0,18,12:22
807,Jonathan Ericsson\ericsjo01,31-045,D,2016-01-17,DET,,PHI,L-SO,0,1,1,1,0,0,0,0,1,0.0,29,19:37
808,Danny DeKeyser\dekeyda01,25-050,D,2016-01-17,DET,,PHI,L-SO,0,0,0,-1,2,0,0,0,0,,34,21:22
809,Pavel Datsyuk\datsypa01,37-185,C,2016-01-17,DET,,PHI,L-SO,0,1,1,1,0,0,0,0,4,0.0,25,21:31
810,Justin Abdelkader\abdelju01,28-039,LW,2016-01-17,DET,,PHI,L-SO,0,0,0,0,2,0,0,0,1,0.0,28,19:33
811,Henrik Zetterberg\zettehe01,35-263,LW,2016-01-20,DET,,STL,L,1,0,1,0,0,0,1,0,5,20.0,22,21:31
812,Brendan Smith\smithbr05,26-019,D,2016-01-20,DET,,STL,L,0,0,0,-1,0,0,0,0,2,0.0,24,18:16
813,Riley Sheahan\sheahri01,24-322,C,2016-01-20,DET,,STL,L,0,0,0,-2,0,0,0,0,0,,21,13:09
814,Brad Richards\richabr01,35-103,C,2016-01-20,DET,,STL,L,0,0,0,-1,0,0,0,0,2,0.0,19,15:10
815,Kyle Quincey\quincky01,30-205,D,2016-01-20,DET,,STL,L,0,0,0,-1,0,0,0,0,4,0.0,26,16:23
816,Teemu Pulkkinen\pulkkte01,24-018,RW,2016-01-20,DET,,STL,L,0,0,0,-1,2,0,0,0,1,0.0,13,9:16
817,Gustav Nyquist\nyquigu01,26-225,RW,2016-01-20,DET,,STL,L,0,0,0,0,0,0,0,0,2,0.0,23,20:21
818,Alexey Marchenko\marchal01,24-018,D,2016-01-20,DET,,STL,L,0,0,0,0,0,0,0,0,0,,24,17:38
819,Dylan Larkin\larkidy01,19-192,C,2016-01-20,DET,,STL,L,0,0,0,-1,2,0,0,0,2,0.0,21,17:39
820,Tomas Jurco\jurcoto01,23-343,RW,2016-01-20,DET,,STL,L,0,0,0,-1,2,0,0,0,0,,17,9:45
Rk,Player,Age,Pos,Date,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,S,S%,SHFT,TOI
821,Darren Helm\helmda01,28-001,C,2016-01-20,DET,,STL,L,0,0,0,0,0,0,0,0,1,0.0,25,17:13
822,Mike Green\greenmi03,30-266,D,2016-01-20,DET,,STL,L,0,1,1,-1,0,0,0,0,4,0.0,24,23:36
823,Luke Glendening\glendlu01,26-099,C,2016-01-20,DET,,STL,L,0,0,0,0,0,0,0,0,1,0.0,19,11:34
824,Jonathan Ericsson\ericsjo01,31-042,D,2016-01-20,DET,,STL,L,0,0,0,-1,0,0,0,0,2,0.0,26,18:01
825,Danny DeKeyser\dekeyda01,25-047,D,2016-01-20,DET,,STL,L,0,0,0,0,0,0,0,0,2,0.0,29,19:19
826,Pavel Datsyuk\datsypa01,37-182,C,2016-01-20,DET,,STL,L,0,1,1,0,0,0,0,0,1,0.0,23,20:45
827,Joakim Andersson\anderjo03,26-016,C,2016-01-20,DET,,STL,L,0,0,0,0,0,0,0,0,0,,10,6:44
828,Justin Abdelkader\abdelju01,28-036,LW,2016-01-20,DET,,STL,L,0,0,0,0,2,0,0,0,1,0.0,23,20:44
829,Henrik Zetterberg\zettehe01,35-261,LW,2016-01-22,DET,@,BUF,W,1,0,1,1,0,1,0,0,5,20.0,25,20:30
830,Tomas Tatar\tatarto01,25-314,C,2016-01-22,DET,@,BUF,W,0,0,0,0,0,0,0,0,3,0.0,18,14:31
831,Brendan Smith\smithbr05,26-017,D,2016-01-22,DET,@,BUF,W,0,0,0,0,0,0,0,0,1,0.0,19,14:20
832,Riley Sheahan\sheahri01,24-320,C,2016-01-22,DET,@,BUF,W,0,0,0,1,0,0,0,0,3,0.0,22,16:37
833,Kyle Quincey\quincky01,30-203,D,2016-01-22,DET,@,BUF,W,0,0,0,2,0,0,0,0,3,0.0,32,20:25
834,Teemu Pulkkinen\pulkkte01,24-020,RW,2016-01-22,DET,@,BUF,W,0,0,0,1,0,0,0,0,3,0.0,15,10:21
835,Gustav Nyquist\nyquigu01,26-223,RW,2016-01-22,DET,@,BUF,W,0,0,0,0,0,0,0,0,1,0.0,18,14:28
836,Alexey Marchenko\marchal01,24-020,D,2016-01-22,DET,@,BUF,W,0,0,0,1,0,0,0,0,2,0.0,28,18:27
837,Dylan Larkin\larkidy01,19-190,C,2016-01-22,DET,@,BUF,W,1,1,2,2,2,1,0,0,4,25.0,24,18:37
838,Tomas Jurco\jurcoto01,23-341,RW,2016-01-22,DET,@,BUF,W,0,0,0,0,0,0,0,0,3,0.0,18,13:26
839,Darren Helm\helmda01,29-001,C,2016-01-22,DET,@,BUF,W,0,0,0,0,0,0,0,0,1,0.0,21,17:08
840,Mike Green\greenmi03,30-264,D,2016-01-22,DET,@,BUF,W,0,0,0,0,0,0,0,0,2,0.0,22,17:59
Rk,Player,Age,Pos,Date,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,S,S%,SHFT,TOI
841,Luke Glendening\glendlu01,26-097,C,2016-01-22,DET,@,BUF,W,1,1,2,2,0,1,0,0,1,100.0,20,13:37
842,Jonathan Ericsson\ericsjo01,31-040,D,2016-01-22,DET,@,BUF,W,0,1,1,2,0,0,0,0,5,0.0,27,17:58
843,Danny DeKeyser\dekeyda01,25-045,D,2016-01-22,DET,@,BUF,W,0,1,1,1,0,0,0,0,1,0.0,35,23:05
844,Pavel Datsyuk\datsypa01,37-180,C,2016-01-22,DET,@,BUF,W,0,0,0,1,0,0,0,0,1,0.0,23,18:27
845,Joakim Andersson\anderjo03,26-014,C,2016-01-22,DET,@,BUF,W,0,0,0,0,0,0,0,0,1,0.0,12,7:27
846,Justin Abdelkader\abdelju01,28-034,LW,2016-01-22,DET,@,BUF,W,0,1,1,1,0,0,0,0,5,0.0,27,20:37
847,Henrik Zetterberg\zettehe01,35-260,LW,2016-01-23,DET,,ANA,L,0,0,0,-1,0,0,0,0,4,0.0,23,18:58
848,Tomas Tatar\tatarto01,25-313,C,2016-01-23,DET,,ANA,L,0,1,1,1,0,0,0,0,0,,17,11:28
849,Brendan Smith\smithbr05,26-016,D,2016-01-23,DET,,ANA,L,0,2,2,0,2,0,0,0,2,0.0,25,15:40
850,Riley Sheahan\sheahri01,24-319,C,2016-01-23,DET,,ANA,L,0,0,0,0,0,0,0,0,1,0.0,22,15:23
851,Brad Richards\richabr01,35-100,C,2016-01-23,DET,,ANA,L,0,0,0,0,0,0,0,0,2,0.0,16,13:57
852,Kyle Quincey\quincky01,30-202,D,2016-01-23,DET,,ANA,L,0,0,0,-1,0,0,0,0,1,0.0,27,19:28
853,Teemu Pulkkinen\pulkkte01,24-021,RW,2016-01-23,DET,,ANA,L,0,1,1,1,0,0,0,0,2,0.0,14,9:52
854,Gustav Nyquist\nyquigu01,26-222,RW,2016-01-23,DET,,ANA,L,0,1,1,1,0,0,0,0,0,,18,16:41
855,Alexey Marchenko\marchal01,24-021,D,2016-01-23,DET,,ANA,L,0,0,0,-1,0,0,0,0,0,,22,15:46
856,Dylan Larkin\larkidy01,19-189,C,2016-01-23,DET,,ANA,L,0,0,0,0,0,0,0,0,1,0.0,22,16:32
857,Tomas Jurco\jurcoto01,23-340,RW,2016-01-23,DET,,ANA,L,1,0,1,0,0,1,0,0,2,50.0,14,9:00
858,Darren Helm\helmda01,29-002,C,2016-01-23,DET,,ANA,L,1,0,1,-1,0,1,0,0,3,33.3,22,15:24
859,Mike Green\greenmi03,30-263,D,2016-01-23,DET,,ANA,L,0,1,1,0,2,0,0,0,3,0.0,25,22:52
860,Luke Glendening\glendlu01,26-096,C,2016-01-23,DET,,ANA,L,0,0,0,-1,0,0,0,0,0,,19,11:41
Rk,Player,Age,Pos,Date,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,S,S%,SHFT,TOI
861,Jonathan Ericsson\ericsjo01,31-039,D,2016-01-23,DET,,ANA,L,0,0,0,-1,2,0,0,0,0,,25,16:24
862,Danny DeKeyser\dekeyda01,25-044,D,2016-01-23,DET,,ANA,L,1,0,1,0,2,1,0,0,3,33.3,28,20:33
863,Pavel Datsyuk\datsypa01,37-179,C,2016-01-23,DET,,ANA,L,0,0,0,1,0,0,0,0,3,0.0,27,23:35
864,Justin Abdelkader\abdelju01,28-033,LW,2016-01-23,DET,,ANA,L,0,0,0,-2,0,0,0,0,0,,27,21:58
865,Henrik Zetterberg\zettehe01,35-258,LW,2016-01-25,DET,@,NYI,W,0,1,1,1,0,0,0,0,1,0.0,21,15:40
866,Tomas Tatar\tatarto01,25-311,C,2016-01-25,DET,@,NYI,W,0,0,0,-1,0,0,0,0,1,0.0,19,15:08
867,Eric Tangradi\tangrer01,26-016,C,2016-01-25,DET,@,NYI,W,0,0,0,0,0,0,0,0,0,,12,6:55
868,Brendan Smith\smithbr05,26-014,D,2016-01-25,DET,@,NYI,W,0,0,0,1,0,0,0,0,1,0.0,21,15:34
869,Riley Sheahan\sheahri01,24-317,C,2016-01-25,DET,@,NYI,W,0,0,0,-2,0,0,0,0,3,0.0,21,15:11
870,Brad Richards\richabr01,35-098,C,2016-01-25,DET,@,NYI,W,1,0,1,1,0,0,1,0,3,33.3,18,17:01
871,Kyle Quincey\quincky01,30-200,D,2016-01-25,DET,@,NYI,W,0,1,1,2,0,0,0,0,0,,35,25:12
872,Gustav Nyquist\nyquigu01,26-220,RW,2016-01-25,DET,@,NYI,W,0,0,0,-1,0,0,0,0,0,,18,12:28
873,Alexey Marchenko\marchal01,24-023,D,2016-01-25,DET,@,NYI,W,0,0,0,-2,0,0,0,0,1,0.0,27,20:42
874,Dylan Larkin\larkidy01,19-187,C,2016-01-25,DET,@,NYI,W,0,1,1,1,0,0,0,0,0,,21,15:41
875,Tomas Jurco\jurcoto01,23-338,RW,2016-01-25,DET,@,NYI,W,0,0,0,0,0,0,0,0,2,0.0,12,9:06
876,Darren Helm\helmda01,29-004,C,2016-01-25,DET,@,NYI,W,0,1,1,1,0,0,0,0,3,0.0,25,18:43
877,Mike Green\greenmi03,30-261,D,2016-01-25,DET,@,NYI,W,0,0,0,0,2,0,0,0,3,0.0,19,13:07
878,Luke Glendening\glendlu01,26-094,C,2016-01-25,DET,@,NYI,W,1,0,1,1,0,1,0,0,2,50.0,22,16:17
879,Jonathan Ericsson\ericsjo01,31-037,D,2016-01-25,DET,@,NYI,W,0,0,0,-2,2,0,0,0,0,,27,20:54
880,Danny DeKeyser\dekeyda01,25-042,D,2016-01-25,DET,@,NYI,W,1,0,1,3,0,1,0,0,1,100.0,39,24:38
Rk,Player,Age,Pos,Date,Tm,,Opp,,G,A,PTS,+/-,PIM,EV,PP,SH,S,S%,SHFT,TOI
881,Pavel Datsyuk\datsypa01,37-177,C,2016-01-25,DET,@,NYI,W,0,1,1,1,0,0,0,0,2,0.0,21,18:51
882,Justin Abdelkader\abdelju01,28-031,LW,2016-01-25,DET,@,NYI,W,1,0,1,1,0,1,0,0,3,33.3,23,14:52
883,Henrik Zetterberg\zettehe01,35-249,LW,2016-02-03,DET,@,TBL,L,0,0,0,-1,0,0,0,0,0,,23,20:01
884,Tomas Tatar\tatarto01,25-302,C,2016-02-03,DET,@,TBL,L,0,1,1,1,0,0,0,0,3,0.0,21,15:06
885,Brendan Smith\smithbr05,26-005,D,2016-02-03,DET,@,TBL,L,0,0,0,0,0,0,0,0,2,0.0,22,18:26
886,Brad Richards\richabr01,35-089,C,2016-02-03,DET,@,TBL,L,0,0,0,0,0,0,0,0,2,0.0,21,17:20
887,Kyle Quincey\quincky01,30-191,D,2016-02-03,DET,@,TBL,L,0,1,1,1,0,0,0,0,1,0.0,22,15:31
888,Teemu Pulkkinen\pulkkte01,24-032,RW,2016-02-03,DET,@,TBL,L,0,0,0,0,2,0,0,0,2,0.0,17,12:01
889,Gustav Nyquist\nyquigu01,26-211,RW,2016-02-03,DET,@,TBL,L,1,0,1,1,4,1,0,0,2,50.0,20,13:16
890,Alexey Marchenko\marchal01,24-032,D,2016-02-03,DET,@,TBL,L,0,0,0,-1,0,0,0,0,0,,24,17:01
891,Dylan Larkin\larkidy01,19-178,C,2016-02-03,DET,@,TBL,L,0,0,0,-1,0,0,0,0,3,0.0,21,19:14
892,Tomas Jurco\jurcoto01,23-329,RW,2016-02-03,DET,@,TBL,L,0,0,0,0,0,0,0,0,1,0.0,15,12:09
893,Darren Helm\helmda01,29-013,C,2016-02-03,DET,@,TBL,L,0,0,0,0,2,0,0,0,1,0.0,23,17:35
894,Mike Green\greenmi03,30-252,D,2016-02-03,DET,@,TBL,L,0,0,0,0,0,0,0,0,0,,27,24:02
895,Luke Glendening\glendlu01,26-085,C,2016-02-03,DET,@,TBL,L,0,0,0,1,0,0,0,0,1,0.0,21,13:18
896,Jonathan Ericsson\ericsjo01,31-028,D,2016-02-03,DET,@,TBL,L,0,0,0,-1,0,0,0,0,2,0.0,24,16:48
897,Danny DeKeyser\dekeyda01,25-033,D,2016-02-03,DET,@,TBL,L,0,0,0,1,0,0,0,0,0,,27,20:57
898,Pavel Datsyuk\datsypa01,37-168,C,2016-02-03,DET,@,TBL,L,0,0,0,0,2,0,0,0,3,0.0,25,19:17
899,Joakim Andersson\anderjo03,26-002,C,2016-02-03,DET,@,TBL,L,0,0,0,0,0,0,0,0,1,0.0,15,8:59
900,Justin Abdelkader\abdelju01,28-022,LW,2016-02-03,DET,@,TBL,L,0,0,0,-1,0,0,0,0,1,0.0,20,16:49
